"IDNumber";"LastName";"FirstName";"Sex";"DOB";"Firstonlist"
"2002558";"Popovych";"Orest";"M";1933.1.18 0:00:00;1972.7.1 0:00:00
"200514";"Schumacher";"Helmut";"M";1931.8.1 0:00:00;1972.7.1 0:00:00
"2000431";"Biyiasas";"Peter";"M";1950.11.19 0:00:00;1972.7.1 0:00:00
"1900129";"Ribeiro";"Joao Mario";"M";1929.6.10 0:00:00;1972.7.1 0:00:00
"2000865";"De Fotis";"Gregory";"M";1951.12.8 0:00:00;1972.7.1 0:00:00
"2000482";"Kogan";"Boris M";"M";1940.2.8 0:00:00;1972.7.1 0:00:00
"1900056";"Santos";"Luis";"M";1955.6.30 0:00:00;1972.7.1 0:00:00
"1707434";"Josefsson";"Kenneth";"M";1938.4.22 0:00:00;1972.7.1 0:00:00
"1301438";"Nemet";"Ivan";"M";1943.4.14 0:00:00;1972.7.1 0:00:00
"1800043";"Williams";"Arthur Howard";"M";1950.7.11 0:00:00;1972.7.1 0:00:00
"1900218";"Pereira";"Renato";"M";1945.7.18 0:00:00;1972.7.1 0:00:00
"1300040";"Hug";"Werner";"M";1952.9.10 0:00:00;1972.7.1 0:00:00
"2000555";"Kaufman";"Larry C";"M";1947.11.15 0:00:00;1972.7.1 0:00:00
"14100282";"Zhidkov";"Valery S";"M";1939.9.4 0:00:00;1972.7.1 0:00:00
"1800035";"Botterill";"George S.";"M";1949.1.8 0:00:00;1972.7.1 0:00:00
"14500400";"Kosanski";"Stanko";"M";1941.10.18 0:00:00;1972.7.1 0:00:00
"3500594";"Pinal";"Nelson B";"M";1955.2.28 0:00:00;1972.7.1 0:00:00
"4611845";"Schoeneberg";"Manfred";"M";1946.7.6 0:00:00;1972.7.1 0:00:00
"4612019";"Brameyer";"Hermann";"M";1939.8.14 0:00:00;1972.7.1 0:00:00
"4604440";"Klein";"Manfred";"M";1940.10.19 0:00:00;1972.7.1 0:00:00
"4611861";"Brueggemann";"Joachim";"M";1951.10.3 0:00:00;1972.7.1 0:00:00
"4611543";"Boehnisch";"Manfred";"M";1941.4.16 0:00:00;1972.7.1 0:00:00
"4611608";"Postler";"Reinhard";"M";1944.12.28 0:00:00;1972.7.1 0:00:00
"14500841";"Vukovic";"Ivo";"M";1941.8.31 0:00:00;1972.7.1 0:00:00
"2600145";"Kuprejanov";"George";"M";1938.3.6 0:00:00;1972.7.1 0:00:00
"2003651";"Feuerstein";"Arthur";"M";1935.12.20 0:00:00;1972.7.1 0:00:00
"1300059";"Wirthensohn";"Heinz";"M";1951.5.4 0:00:00;1972.7.1 0:00:00
"14603004";"Basagic";"Zlatko";"M";1947.12.18 0:00:00;1972.7.1 0:00:00
"14500132";"Komljenovic";"Davorin";"M";1944.7.1 0:00:00;1972.7.1 0:00:00
"14900246";"Novak";"Ivan";"M";1943.1.26 0:00:00;1972.7.1 0:00:00
"14900076";"Banas";"Jan";"M";1947.6.3 0:00:00;1972.7.1 0:00:00
"1500465";"Gundersen";"Helge";"M";1946.8.8 0:00:00;1972.7.1 0:00:00
"14901340";"Privara";"Igor";"M";1948.12.13 0:00:00;1972.7.1 0:00:00
"14100088";"Romanishin";"Oleg M";"M";1952.1.10 0:00:00;1972.7.1 0:00:00
"4103289";"Chernikov";"Oleg L";"M";1936.10.15 0:00:00;1972.7.1 0:00:00
"2600072";"Piasetski";"Leon";"M";1951.12.24 0:00:00;1972.7.1 0:00:00
"400130";"Stean";"Michael F.";"M";1953.9.4 0:00:00;1972.7.1 0:00:00
"4104463";"Izmakin";"Anatoly B";"M";1937.6.3 0:00:00;1972.7.1 0:00:00
"401382";"Griffiths";"Peter C.";"M";1946.8.15 0:00:00;1972.7.1 0:00:00
"4100956777";"Tseitlin";"I";"M";;1972.7.1 0:00:00
"4102215";"Mukhin";"Georgy";"M";1944.2.19 0:00:00;1972.7.1 0:00:00
"4000137";"Stull";"Norbert";"M";1942.12.10 0:00:00;1972.7.1 0:00:00
"4104935";"Gorshkov";"Alexander A";"M";;1972.7.1 0:00:00
"4103769";"Zilberstein";"Valery I";"M";1943.4.13 0:00:00;1972.7.1 0:00:00
"3900134";"Caro";"Alberto N";"M";1937.10.29 0:00:00;1972.7.1 0:00:00
"4103343";"Shvedchikov";"AnatoliI.";"M";1944.10.17 0:00:00;1972.7.1 0:00:00
"400793";"Franklin";"Michael J.";"M";1931.2.2 0:00:00;1972.7.1 0:00:00
"4103971";"Karasev";"Vladimir I";"M";1938.6.17 0:00:00;1972.7.1 0:00:00
"4103947777";"Gavrilov";"Nikolai";"M";1934.12.19 0:00:00;1972.7.1 0:00:00
"3500845";"Lebredo Zaragoitia";"Gerardo";"M";1950.8.3 0:00:00;1972.7.1 0:00:00
"4400100";"Gutierrez Herrera";"Jose Anton";"M";1943.8.26 0:00:00;1972.7.1 0:00:00
"400343";"Bellin";"Robert";"M";1952.6.30 0:00:00;1972.7.1 0:00:00
"2800217";"Radashkovich";"Itchak";"M";1947.7.4 0:00:00;1972.7.1 0:00:00
"2300354";"Gunnarsson";"Gunnar K";"M";1933.6.14 0:00:00;1972.7.1 0:00:00
"2300702";"Georgsson";"Harvey";"M";1943.1.1 0:00:00;1972.7.1 0:00:00
"2400332";"Holt";"Eric J.";"M";1952.4.20 0:00:00;1972.7.1 0:00:00
"2400340";"Bonner";"Gerald";"M";1941.5.1 0:00:00;1972.7.1 0:00:00
"2600340";"Zuk";"Robert D.";"M";1947.5.14 0:00:00;1972.7.1 0:00:00
"2600501";"Selick";"Paul";"M";1950.11.24 0:00:00;1972.7.1 0:00:00
"4104447";"Doroshkievich";"Vladimir K";"M";1937.12.28 0:00:00;1972.7.1 0:00:00
"2600293";"Coudari";"Camille";"M";1951.7.29 0:00:00;1972.7.1 0:00:00
"1300857777";"Ammann";"Philipp";"M";1957.5.12 0:00:00;1972.7.1 0:00:00
"500470";"Nykopp";"Jan-Michael F.";"M";1946.3.14 0:00:00;1972.7.1 0:00:00
"6500048";"Rovira Mas";"Jorge";"M";;1972.7.1 0:00:00
"2201097";"Pujol Sans";"Manuel";"M";1952.9.17 0:00:00;1972.7.1 0:00:00
"2201275";"Dominguez Sanz";"Juan P.";"M";1935.6.29 0:00:00;1972.7.1 0:00:00
"2200317";"Menvielle Laccourreye";"August";"M";1938.8.12 0:00:00;1972.7.1 0:00:00
"403385777";"Miles";"Anthony J.";"M";1955.4.23 0:00:00;1972.7.1 0:00:00
"401013";"Carleton";"John J.";"M";1948.2.27 0:00:00;1972.7.1 0:00:00
"2600463";"Berry";"Jonathan";"M";1953.9.11 0:00:00;1972.7.1 0:00:00
"777777004";"Grigorian";"Levon";"M";1947.9.7 0:00:00;1972.7.1 0:00:00
"3400158";"Godoy Bugueno";"David Arturo";"M";1944.1.15 0:00:00;1972.7.1 0:00:00
"1200666";"Botez";"Constantin";"M";1935.6.13 0:00:00;1972.7.1 0:00:00
"2100509";"Chemin";"Vitorio";"M";1950.5.9 0:00:00;1972.7.1 0:00:00
"1700758";"Liljedahl";"Lennart";"M";1947.8.27 0:00:00;1972.7.1 0:00:00
"2900858";"Bonchev";"Stojko";"M";1940.12.26 0:00:00;1972.7.1 0:00:00
"1601555";"Dorn";"Max";"M";;1972.7.1 0:00:00
"77777252";"Carbone";"Jose";"M";1932.6.26 0:00:00;1972.7.1 0:00:00
"1700510";"Kaiszauri";"Konstanty";"M";1952.10.25 0:00:00;1972.7.1 0:00:00
"700193";"Tompa";"Janos";"M";1947.4.30 0:00:00;1972.7.1 0:00:00
"800139";"Toth";"Bela";"M";1943.4.19 0:00:00;1972.7.1 0:00:00
"777778145";"Paiva";"H.J.";"M";1943.6.11 0:00:00;1972.7.1 0:00:00
"777771313";"Martz";"William Edward";"M";1945.3.21 0:00:00;1972.7.1 0:00:00
"777777013";"Horowitz";"Israel";"M";1907.11.15 0:00:00;1972.7.1 0:00:00
"777778255";"Steinberg";"Mikhail";"M";1952.1.15 0:00:00;1972.7.1 0:00:00
"7777796";"Barda";"Yngvar";"M";1935.2.5 0:00:00;1972.7.1 0:00:00
"777776003";"Alvarez del Monte";"Jose";"M";1931.2.16 0:00:00;1972.7.1 0:00:00
"1601539";"Zoebisch";"Herbert";"M";1941.12.16 0:00:00;1972.7.1 0:00:00
"2901218";"Angelov";"Kosta";"M";1946.12.10 0:00:00;1972.7.1 0:00:00
"3500098";"Vilela De Acuna";"Jose Luis";"M";1953.3.19 0:00:00;1972.7.1 0:00:00
"301213";"Kubicek";"Antonin";"M";1946.6.25 0:00:00;1972.7.1 0:00:00
"300276";"Gross";"Stefan";"M";1949.8.28 0:00:00;1972.7.1 0:00:00
"2900564";"Kozarov";"Petar";"M";1935.8.2 0:00:00;1972.7.1 0:00:00
"2900572";"Ajanski";"Jordan S.";"M";1934.6.30 0:00:00;1972.7.1 0:00:00
"302031";"Pacl";"Vaclav";"M";1944.9.1 0:00:00;1972.7.1 0:00:00
"301930";"Jankovec";"Ivan";"M";1938.10.17 0:00:00;1972.7.1 0:00:00
"3400115";"Silva Sanchez";"Carlos";"M";1944.6.19 0:00:00;1972.7.1 0:00:00
"300055";"Meduna";"Eduard";"M";1950.9.11 0:00:00;1972.7.1 0:00:00
"3400255";"Belmonte Schwarzbaum";"Juan S.";"M";1945.10.14 0:00:00;1972.7.1 0:00:00
"300110";"Hausner";"Ivan";"M";1952.4.15 0:00:00;1972.7.1 0:00:00
"301590";"Travnicek";"Peter";"M";1943.3.14 0:00:00;1972.7.1 0:00:00
"302317";"Malis";"Jiri";"M";1945.3.21 0:00:00;1972.7.1 0:00:00
"3100146";"Moraza";"Manuel";"M";1946.8.18 0:00:00;1972.7.1 0:00:00
"700215";"Polgar";"Istvan";"M";1944.11.26 0:00:00;1972.7.1 0:00:00
"700142";"Lukacs";"Peter";"M";1950.7.9 0:00:00;1972.7.1 0:00:00
"301094";"Blucha";"Dalibor";"M";1935.10.14 0:00:00;1972.7.1 0:00:00
"2901048";"Merdinjan";"Agop";"M";1949.5.7 0:00:00;1972.7.1 0:00:00
"800589777";"Cappello";"Guido";"M";1933.4.14 0:00:00;1972.7.1 0:00:00
"1000241777";"Enklaar";"Bertus F.";"M";1943.12.1 0:00:00;1972.7.1 0:00:00
"100366";"Szmetan";"Jorge";"M";1950.5.26 0:00:00;1972.7.1 0:00:00
"1001221";"Bloch";"Nigel";"M";1953.12.21 0:00:00;1972.7.1 0:00:00
"100595";"Debarnot";"Roberto";"M";1947.8.5 0:00:00;1972.7.1 0:00:00
"10200053";"Hasan";"Younus";"M";1953.5.10 0:00:00;1972.7.1 0:00:00
"1000306";"Bohm";"Hans";"M";1950.1.15 0:00:00;1972.7.1 0:00:00
"1001027";"Knol";"Dirk L";"M";1949.5.19 0:00:00;1972.7.1 0:00:00
"9000062";"Belardi";"AHamedo";"M";1921.1.1 0:00:00;1972.7.1 0:00:00
"1000497";"Bredewout";"Henk";"M";1936.11.30 0:00:00;1972.7.1 0:00:00
"5600170";"Camilleri";"Henry";"M";1933.2.21 0:00:00;1972.7.1 0:00:00
"5100089";"Verduga Zavala";"Denis";"M";1953.3.14 0:00:00;1972.7.1 0:00:00
"5100054";"Frey Beckman";"Kenneth";"M";1950.2.25 0:00:00;1972.7.1 0:00:00
"56502";"Ivarsson";"Johnny";"M";1948.4.17 0:00:00;1972.7.1 0:00:00
"6300049";"Onat";"Ilhan";"M";1929.12.5 0:00:00;1972.7.1 0:00:00
"600121";"Sharif";"Mershad";"M";1952.7.11 0:00:00;1972.7.1 0:00:00
"3500306";"Barreras";"Alberto";"M";1951.4.5 0:00:00;1972.7.1 0:00:00
"3500128";"Estevez";"Guillermo";"M";1947.10.16 0:00:00;1972.7.1 0:00:00
"1401181";"Jensen";"Allan";"M";1943.6.21 0:00:00;1972.7.1 0:00:00
"900095";"Ivanovic";"Bozidar";"M";1949.8.24 0:00:00;1972.7.1 0:00:00
"100390";"Cuasnicu";"Oscar";"M";1942.10.24 0:00:00;1972.7.1 0:00:00
"13600052";"Ubilava";"Elizbar";"M";1950.8.27 0:00:00;1972.7.1 0:00:00
"1400061";"Kristiansen";"Jens";"M";1952.5.25 0:00:00;1972.7.1 0:00:00
"777771258";"Lundin";"Erik";"M";1904.7.2 0:00:00;1972.7.1 0:00:00
"1102648";"Manasterski";"Lutoslaw";"M";1937.2.10 0:00:00;1972.7.1 0:00:00
"903345";"Joksic";"Sinisa";"M";1940.10.10 0:00:00;1972.7.1 0:00:00
"910392";"Sandor";"Atila";"M";;1972.7.1 0:00:00
"4900030777";"Tumurbator";"Purev";"M";1936.1.6 0:00:00;1972.7.1 0:00:00
"13600028";"Giorgadze";"Tamaz";"M";1947.11.9 0:00:00;1972.7.1 0:00:00
"4900090777";"Zorigt";"Lhamsuren";"M";;1972.7.1 0:00:00
"900770";"Krnic";"Zdenko";"M";1947.10.2 0:00:00;1972.7.1 0:00:00
"900354";"Marjanovic";"Slavoljub";"M";1955.1.6 0:00:00;1972.7.1 0:00:00
"902209";"Popov";"Stevan";"M";1945.10.4 0:00:00;1972.7.1 0:00:00
"914894";"Radojevic";"Zoran";"M";1940.1.7 0:00:00;1972.7.1 0:00:00
"920541";"Baretic";"Dragoljub";"M";1936.4.4 0:00:00;1972.7.1 0:00:00
"903949";"Mujagic";"Ramo";"M";1943.11.17 0:00:00;1972.7.1 0:00:00
"2000156";"Alburt";"Lev O";"M";1945.8.21 0:00:00;1973.7.1 0:00:00
"2001039";"Smith";"Kenneth R";"M";1930.9.13 0:00:00;1973.7.1 0:00:00
"2000288";"Ivanov";"Igor V";"M";1947.1.8 0:00:00;1973.7.1 0:00:00
"2014610";"Palatnik";"Semon";"M";1950.3.26 0:00:00;1973.7.1 0:00:00
"2001292";"Kaminsky";"Oleg M";"M";1930.8.20 0:00:00;1973.7.1 0:00:00
"1800051";"Hutchings";"Stuart J";"M";1951.5.8 0:00:00;1973.7.1 0:00:00
"2000180";"Tarjan";"James E";"M";1952.2.22 0:00:00;1973.7.1 0:00:00
"2002310";"Levy";"Louis";"M";1921.2.10 0:00:00;1973.7.1 0:00:00
"2001594";"Serrano";"Waldo";"M";1948.10.10 0:00:00;1973.7.1 0:00:00
"2000474";"Commons";"Kim S";"M";1951.7.23 0:00:00;1973.7.1 0:00:00
"200352";"Wostin";"Rik H.";"M";1942.1.29 0:00:00;1973.7.1 0:00:00
"2000733";"Shirazi";"Kamran";"M";1952.11.21 0:00:00;1973.7.1 0:00:00
"2500116";"Cox";"David";"M";1951.11.20 0:00:00;1973.7.1 0:00:00
"2500132777";"McGrillen";"Hugh";"M";1945.5.7 0:00:00;1973.7.1 0:00:00
"2500159";"Littleton";"Michael F";"M";1938.3.5 0:00:00;1973.7.1 0:00:00
"1500155";"Poulsson";"Eivind";"M";1942.12.5 0:00:00;1973.7.1 0:00:00
"1500600";"Folling";"Magne";"M";1938.5.26 0:00:00;1973.7.1 0:00:00
"4655060";"Tseitlin";"Michael";"M";1947.6.16 0:00:00;1973.7.1 0:00:00
"4611802";"Dietze";"Wolfgang";"M";1950.6.19 0:00:00;1973.7.1 0:00:00
"2800128";"Tseitlin";"Mark D";"M";1943.9.23 0:00:00;1973.7.1 0:00:00
"1500244";"Kristiansen";"Erling";"M";1936.12.17 0:00:00;1973.7.1 0:00:00
"2600030";"Pelts";"Roman";"M";1937.3.11 0:00:00;1973.7.1 0:00:00
"2600587";"Jauregui";"Carlos";"M";1932.9.14 0:00:00;1973.7.1 0:00:00
"2800233";"Balshan";"Amikam";"M";1948.5.3 0:00:00;1973.7.1 0:00:00
"2800241";"Friedman";"Shmuel";"M";1951.11.8 0:00:00;1973.7.1 0:00:00
"2800152";"Kushnir";"Alla";"F";1941.8.11 0:00:00;1973.7.1 0:00:00
"2800683777";"Romm";"Meir";"M";1939.6.23 0:00:00;1973.7.1 0:00:00
"2000962";"Chellstorp";"Craig V";"M";1952.9.19 0:00:00;1973.7.1 0:00:00
"2400146";"Jamieson";"Peter M";"M";1946.7.1 0:00:00;1973.7.1 0:00:00
"2400316";"Denman";"Brian";"M";1948.6.28 0:00:00;1973.7.1 0:00:00
"2300192";"Thorvadsson";"Jonas";"M";1941.9.23 0:00:00;1973.7.1 0:00:00
"2300680777";"Josteinsson";"Leifur";"M";1940.12.25 0:00:00;1973.7.1 0:00:00
"1300270";"Vulevic";"Vjekoslav";"M";1949.4.2 0:00:00;1973.7.1 0:00:00
"1300784";"Walter";"Guenter";"M";;1973.7.1 0:00:00
"13300288";"Petrosian";"Arshak B";"M";1953.12.16 0:00:00;1973.7.1 0:00:00
"1800094";"Jones";"Iolo C";"M";1947.8.2 0:00:00;1973.7.1 0:00:00
"2800799";"Kaldor";"Avraham";"M";1947.5.20 0:00:00;1973.7.1 0:00:00
"4611519";"Hesse";"Peter";"M";1944.9.29 0:00:00;1973.7.1 0:00:00
"4500210777";"Heuer";"Valter";"M";1928.7.14 0:00:00;1973.7.1 0:00:00
"4500679";"Ludolph";"Jaan";"M";1940.1.1 0:00:00;1973.7.1 0:00:00
"4500113";"Hermlin";"Aarne";"M";1940.6.6 0:00:00;1973.7.1 0:00:00
"4603664";"Dresen";"Ulrich";"M";1949.4.13 0:00:00;1973.7.1 0:00:00
"4601521";"Suess";"Alois";"M";1943.6.10 0:00:00;1973.7.1 0:00:00
"4611306";"Gruenberg";"Hans-Ulrich";"M";1956.1.9 0:00:00;1973.7.1 0:00:00
"4611683";"Thal";"Olaf";"M";1935.12.14 0:00:00;1973.7.1 0:00:00
"4603915";"Buchal";"Stephan";"M";1953.8.18 0:00:00;1973.7.1 0:00:00
"4612108";"Walter";"Guenter";"M";1942.11.19 0:00:00;1973.7.1 0:00:00
"4600673";"Clemens";"Christian";"M";1940.8.5 0:00:00;1973.7.1 0:00:00
"4603990";"Hans";"Peter";"M";1946.10.9 0:00:00;1973.7.1 0:00:00
"4602773";"Kunsztowicz";"Uwe";"M";1944.1.18 0:00:00;1973.7.1 0:00:00
"4605934";"Friehoff";"Heinz";"M";1941.7.8 0:00:00;1973.7.1 0:00:00
"3501710";"Junco Gonzalez";"Carlos Albert";"M";1952.1.1 0:00:00;1973.7.1 0:00:00
"4200322";"Trikaliotis";"Georgios";"M";1939.2.25 0:00:00;1973.7.1 0:00:00
"4103548";"Vasiliev";"Rustam N";"M";1948.1.1 0:00:00;1973.7.1 0:00:00
"4603630";"Behling";"Robert";"M";1947.6.30 0:00:00;1973.7.1 0:00:00
"14100290";"Buturin";"Vladimir";"M";1943.11.19 0:00:00;1973.7.1 0:00:00
"1500309";"Hatlebakk";"Einar";"M";1947.3.17 0:00:00;1973.7.1 0:00:00
"14900181";"Franzen";"Jozef";"M";1946.2.6 0:00:00;1973.7.1 0:00:00
"14500140";"Nikolac";"Juraj";"M";1932.4.22 0:00:00;1973.7.1 0:00:00
"14500060";"Hulak";"Krunoslav";"M";1951.5.25 0:00:00;1973.7.1 0:00:00
"14600072";"Osterman";"Rudolf";"M";1946.7.21 0:00:00;1973.7.1 0:00:00
"14501023";"Fucak";"Emilijo";"M";1949.2.21 0:00:00;1973.7.1 0:00:00
"14200422";"Maslov";"Leonid P";"M";1935.1.1 0:00:00;1973.7.1 0:00:00
"4611926";"Heinig";"Wolfram";"M";1954.1.14 0:00:00;1973.7.1 0:00:00
"14200376";"Borisenko";"Georgy K";"M";1922.5.25 0:00:00;1973.7.1 0:00:00
"4612027";"Espig";"Thomas";"M";1954.1.19 0:00:00;1973.7.1 0:00:00
"14100061";"Lerner";"Konstantin Z";"M";1950.2.28 0:00:00;1973.7.1 0:00:00
"4500660";"Lym";"Tonu";"M";1941.6.16 0:00:00;1973.7.1 0:00:00
"4500130777";"Pohla";"Harry";"M";1940.7.3 0:00:00;1973.7.1 0:00:00
"4611896";"Packroff";"Hermann";"M";1941.6.28 0:00:00;1973.7.1 0:00:00
"4500202";"Karner";"Hillar";"M";1935.7.28 0:00:00;1973.7.1 0:00:00
"3500993";"Mederos Perez";"Armando";"M";1950.10.8 0:00:00;1973.7.1 0:00:00
"14901323";"Cibulka";"Vladimir";"M";1941.11.1 0:00:00;1973.7.1 0:00:00
"14105594";"Lazarev";"Efim M.";"M";1933.11.28 0:00:00;1973.7.1 0:00:00
"4104960";"Khavsky";"Sergey V";"M";1928.2.15 0:00:00;1973.7.1 0:00:00
"4103505";"Ruderfer";"Mark B";"M";1947.1.16 0:00:00;1973.7.1 0:00:00
"4103467";"Kremenietsky";"Anatoly M";"M";1939.1.14 0:00:00;1973.7.1 0:00:00
"4103459";"Kotkov";"Yuri M";"M";1930.5.31 0:00:00;1973.7.1 0:00:00
"4103440777";"Kopylov";"Igor";"M";1939.2.28 0:00:00;1973.7.1 0:00:00
"4103300";"Grokhotov";"Vladimir T";"M";1941.1.14 0:00:00;1973.7.1 0:00:00
"4103254";"Yuferov";"Sergey N";"M";1945.12.3 0:00:00;1973.7.1 0:00:00
"4104439";"Baikov";"Vladimir A";"M";1948.5.13 0:00:00;1973.7.1 0:00:00
"4105117";"Goldin";"Vladimir M.";"M";1926.2.28 0:00:00;1973.7.1 0:00:00
"4106830";"Novikov";"Mikhail V";"M";1939.8.22 0:00:00;1973.7.1 0:00:00
"4108051";"Belousov";"Sergey";"M";1940.1.1 0:00:00;1973.7.1 0:00:00
"4103149";"Kotz";"YuriI";"M";1933.12.9 0:00:00;1973.7.1 0:00:00
"4104374777";"Litvinov";"Viktor";"M";1938.11.13 0:00:00;1973.7.1 0:00:00
"4103106";"Ignatiev";"Felix N";"M";1932.1.9 0:00:00;1973.7.1 0:00:00
"4103084";"Gik";"Evgeny";"M";1943.5.10 0:00:00;1973.7.1 0:00:00
"4102940";"Reshko";"Aron G";"M";1927.11.8 0:00:00;1973.7.1 0:00:00
"4104366777";"Kopylov";"Nikolai G.";"M";1919.10.26 0:00:00;1973.7.1 0:00:00
"400718";"Eley";"Brian";"M";1946.1.1 0:00:00;1973.7.1 0:00:00
"4101863";"Kutyanin";"Yuri F";"M";1922.1.1 0:00:00;1973.7.1 0:00:00
"4107110";"Pavlyuttin";"J";"M";;1973.7.1 0:00:00
"4103068";"Donchenko";"Oleg I";"M";1940.3.20 0:00:00;1973.7.1 0:00:00
"400122";"Mestel";"A.Jonathan";"M";1957.3.13 0:00:00;1973.7.1 0:00:00
"4103700777";"Rytov";"Boris";"M";1937.8.20 0:00:00;1973.7.1 0:00:00
"4103025777";"Alexeev";"Anatoly";"M";1942.1.1 0:00:00;1973.7.1 0:00:00
"4103726";"Shabanov";"Yuri";"M";1937.11.11 0:00:00;1973.7.1 0:00:00
"4103734";"Shashin";"Alexsander A";"M";1944.1.29 0:00:00;1973.7.1 0:00:00
"4103157";"Krutyanski";"Anatolia";"M";1927.8.29 0:00:00;1973.7.1 0:00:00
"4105460";"Bykov";"Valery";"M";;1973.7.1 0:00:00
"4102088";"Bukhman";"Eduard";"M";1941.6.8 0:00:00;1973.7.1 0:00:00
"4000439";"Feller";"Josy";"M";1944.1.28 0:00:00;1973.7.1 0:00:00
"4100603";"Rashkovsky";"Nukhim N";"M";1946.4.18 0:00:00;1973.7.1 0:00:00
"4108060777";"Chepukaitis";"Genrikh";"M";1935.9.14 0:00:00;1973.7.1 0:00:00
"4107039";"Chaplinsky";"Edgar P";"M";1933.7.10 0:00:00;1973.7.1 0:00:00
"4102797";"Rusakov";"Iakov D";"M";1934.9.8 0:00:00;1973.7.1 0:00:00
"4101251";"Lukin";"Andrei M";"M";1948.8.28 0:00:00;1973.7.1 0:00:00
"4104340";"Dzhanoev";"David";"M";1938.11.22 0:00:00;1973.7.1 0:00:00
"4103009";"Vorotnikov";"Vladislav V";"M";1947.8.17 0:00:00;1973.7.1 0:00:00
"4400054";"Henao";"Raul Fernando";"M";1955.10.19 0:00:00;1973.7.1 0:00:00
"4101308";"Averkin";"Orest N";"M";1944.2.25 0:00:00;1973.7.1 0:00:00
"4100468";"Makarichev";"Sergey";"M";1953.11.17 0:00:00;1973.7.1 0:00:00
"4101235";"Dvoretzky";"Mark";"M";1947.12.9 0:00:00;1973.7.1 0:00:00
"2200104";"Martin Gonzalez";"Angel";"M";1953.1.3 0:00:00;1973.7.1 0:00:00
"2201526";"Ruiz Gutierrez";"Manuel";"M";1941.1.1 0:00:00;1973.7.1 0:00:00
"2100517";"Toth";"Peter";"M";1940.9.7 0:00:00;1973.7.1 0:00:00
"2100096";"Trois";"Francisco R.T.";"M";1946.9.3 0:00:00;1973.7.1 0:00:00
"4101197777";"Sakharov";"Yuri N";"M";1922.9.19 0:00:00;1973.7.1 0:00:00
"4400410";"Munoz";"Francisco";"M";;1973.7.1 0:00:00
"400017";"Nunn";"John D.M.";"M";1955.4.25 0:00:00;1973.7.1 0:00:00
"4400283";"Minaya";"Juan";"M";1941.11.20 0:00:00;1973.7.1 0:00:00
"4400194";"Garcia";"Luis E.";"M";1949.4.6 0:00:00;1973.7.1 0:00:00
"4300092";"Sutton";"Richard J";"M";1938.9.23 0:00:00;1973.7.1 0:00:00
"4400143";"Castro";"Oscar H.";"M";1953.5.8 0:00:00;1973.7.1 0:00:00
"4400321";"Lopez";"Fernando";"M";;1973.7.1 0:00:00
"4200683";"Fappas";"Georgios";"M";;1973.7.1 0:00:00
"4201302";"Balaskas";"Panayotis";"M";1946.10.19 0:00:00;1973.7.1 0:00:00
"6400116";"Belliard";"Hector Julian";"M";;1973.7.1 0:00:00
"4102126";"Panchenko";"Alexander N";"M";1953.10.5 0:00:00;1973.7.1 0:00:00
"4200047";"Makropoulos";"Georgios";"M";1953.9.28 0:00:00;1973.7.1 0:00:00
"3500888";"Fernandez Bravo";"Ciro Angel";"M";1947.8.3 0:00:00;1973.7.1 0:00:00
"4105800";"Arseniev";"Vladimir V";"M";1931.5.21 0:00:00;1973.7.1 0:00:00
"4104595";"Petrushin";"Alexander I";"M";1947.3.10 0:00:00;1973.7.1 0:00:00
"4105931";"Kliukin";"Boris P";"M";1946.1.1 0:00:00;1973.7.1 0:00:00
"4106016777";"Shestakov";"Sergei S.";"M";1947.6.7 0:00:00;1973.7.1 0:00:00
"4106040";"Sternberg";"Pavel";"M";1949.2.28 0:00:00;1973.7.1 0:00:00
"4104501";"Gusev";"Vladimir A";"M";1948.2.7 0:00:00;1973.7.1 0:00:00
"4105320";"Kuzmichev";"N";"M";;1973.7.1 0:00:00
"4602811";"Schifferdecker";"Wilhelm";"M";1919.9.5 0:00:00;1973.7.1 0:00:00
"4100930777";"Dementiev";"Oleg";"M";1938.1.15 0:00:00;1973.7.1 0:00:00
"4103858";"Korelov";"Alexander P";"M";;1973.7.1 0:00:00
"4102428777";"Obukhovski";"Edward A";"M";1934.11.1 0:00:00;1973.7.1 0:00:00
"4100719";"Kochyev";"Alexander";"M";1956.3.25 0:00:00;1973.7.1 0:00:00
"4106091";"Donchenko";"Anatoly G";"M";1940.9.1 0:00:00;1973.7.1 0:00:00
"4106563";"Bukhtin";"Vladimir S";"M";1941.10.18 0:00:00;1973.7.1 0:00:00
"4102444";"Rosenberg";"Sergei G";"M";;1973.7.1 0:00:00
"4103815777";"Gusev";"Yuri S";"M";1921.9.25 0:00:00;1973.7.1 0:00:00
"1613782";"Beim";"Valery";"M";1950.3.17 0:00:00;1973.7.1 0:00:00
"11600055";"Zhuravliov";"Valerij";"M";1938.12.11 0:00:00;1973.7.1 0:00:00
"801046";"Contedini";"Ennio";"M";1934.10.8 0:00:00;1973.7.1 0:00:00
"777772055";"Uusi";"Gunnar";"M";1931.6.23 0:00:00;1973.7.1 0:00:00
"1700278";"Malmgren";"Sven-Goran";"M";1943.4.25 0:00:00;1973.7.1 0:00:00
"1700197";"Brostrom";"Goran";"M";1942.4.27 0:00:00;1973.7.1 0:00:00
"1600257";"Janetschek";"Karl";"M";1940.4.17 0:00:00;1973.7.1 0:00:00
"1700111";"Ornstein";"Axel";"M";1952.4.24 0:00:00;1973.7.1 0:00:00
